0.0,0
0.01,0
0.02,0
0.03,0
0.04,0
0.05,0
0.06,0
0.07,0
0.08,0
0.09,0
0.1,0
0.11,0
0.12,0
0.13,0
0.14,1
0.15,3
0.16,8
0.17,11
0.18,20
0.19,62
0.2,133
0.21,258
0.22,388
0.23,761
0.24,1173
0.25,1764
0.26,2553
0.27,3454
0.28,4557
0.29,5549
0.3,6823
0.31,7652
0.32,8149
0.33,8563
0.34,8295
0.35000000000000003,7730
0.36,6972
0.37,6174
0.38,5162
0.39,4020
0.4,3153
0.41000000000000003,2260
0.42,1533
0.43,1099
0.44,657
0.45,436
0.46,284
0.47000000000000003,161
0.48,93
0.49,42
0.5,20
0.51,17
0.52,6
0.53,4
0.54,0
0.55,0
0.56,0
0.5700000000000001,0
0.58,0
0.59,0
0.6,0
0.61,0
0.62,0
0.63,0
0.64,0
0.65,0
0.66,0
0.67,0
0.68,0
0.6900000000000001,0
0.7000000000000001,0
0.71,0
0.72,0
0.73,0
0.74,0
0.75,0
0.76,0
0.77,0
0.78,0
0.79,0
0.8,0
0.81,0
0.8200000000000001,0
0.8300000000000001,0
0.84,0
0.85,0
0.86,0
0.87,0
0.88,0
0.89,0
0.9,0
0.91,0
0.92,0
0.93,0
0.9400000000000001,0
0.9500000000000001,0
0.96,0
0.97,0
0.98,0
0.99,0
