0.0,0
0.01,0
0.02,0
0.030000000000000002,0
0.04,0
0.05,0
0.060000000000000005,0
0.07,0
0.08,0
0.09000000000000001,0
0.1,0
0.11,0
0.12000000000000001,0
0.13,1
0.14,1
0.15,1
0.16,5
0.17,13
0.18000000000000002,32
0.19,64
0.2,113
0.21000000000000002,257
0.22,435
0.23,720
0.24000000000000002,1216
0.25,1743
0.26,2466
0.27,3453
0.28,4610
0.29000000000000004,5506
0.3,6678
0.31,7776
0.32,8227
0.33,8516
0.34,8281
0.35000000000000003,7818
0.36000000000000004,7031
0.37,5974
0.38,5151
0.39,4044
0.4,3104
0.41000000000000003,2286
0.42000000000000004,1708
0.43,1026
0.44,741
0.45,413
0.46,250
0.47000000000000003,160
0.48000000000000004,76
0.49000000000000005,50
0.5,30
0.51,8
0.52,10
0.53,5
0.54,0
0.55,0
0.56,1
0.5700000000000001,0
0.5800000000000001,0
0.5900000000000001,0
0.6,0
0.61,0
0.62,0
0.63,0
0.64,0
0.65,0
0.66,0
0.67,0
0.68,0
0.6900000000000001,0
0.7000000000000001,0
0.7100000000000001,0
0.7200000000000001,0
0.73,0
0.74,0
0.75,0
0.76,0
0.77,0
0.78,0
0.79,0
0.8,0
0.81,0
0.8200000000000001,0
0.8300000000000001,0
0.8400000000000001,0
0.8500000000000001,0
0.86,0
0.87,0
0.88,0
0.89,0
0.9,0
0.91,0
0.92,0
0.93,0
0.9400000000000001,0
0.9500000000000001,0
0.9600000000000001,0
0.9700000000000001,0
0.9800000000000001,0
0.9900000000000001,0
